Unnamed: 0,slot_start_time,demand
102,2022-01-05 06:00:00,103
103,2022-01-05 07:00:00,112
104,2022-01-05 08:00:00,123
105,2022-01-05 09:00:00,124
106,2022-01-05 10:00:00,126
107,2022-01-05 11:00:00,124
108,2022-01-05 12:00:00,133
109,2022-01-05 13:00:00,132
110,2022-01-05 14:00:00,118
111,2022-01-05 15:00:00,122
112,2022-01-05 16:00:00,116
113,2022-01-05 17:00:00,116
114,2022-01-05 18:00:00,116
115,2022-01-05 19:00:00,119
116,2022-01-05 20:00:00,110
117,2022-01-05 21:00:00,117
118,2022-01-05 22:00:00,109
119,2022-01-05 23:00:00,108
120,2022-01-06 00:00:00,103
121,2022-01-06 01:00:00,102
122,2022-01-06 02:00:00,102
123,2022-01-06 03:00:00,100
124,2022-01-06 04:00:00,103
125,2022-01-06 05:00:00,102
126,2022-01-06 06:00:00,106
127,2022-01-06 07:00:00,112
128,2022-01-06 08:00:00,109
129,2022-01-06 09:00:00,118
130,2022-01-06 10:00:00,120
131,2022-01-06 11:00:00,123
132,2022-01-06 12:00:00,123
133,2022-01-06 13:00:00,117
134,2022-01-06 14:00:00,125
135,2022-01-06 15:00:00,117
136,2022-01-06 16:00:00,119
137,2022-01-06 17:00:00,113
138,2022-01-06 18:00:00,111
139,2022-01-06 19:00:00,116
140,2022-01-06 20:00:00,121
141,2022-01-06 21:00:00,112
142,2022-01-06 22:00:00,108
143,2022-01-06 23:00:00,106
144,2022-01-07 00:00:00,106
145,2022-01-07 01:00:00,103
146,2022-01-07 02:00:00,100
147,2022-01-07 03:00:00,102
148,2022-01-07 04:00:00,100
149,2022-01-07 05:00:00,102
150,2022-01-07 06:00:00,104
151,2022-01-07 07:00:00,110
152,2022-01-07 08:00:00,117
153,2022-01-07 09:00:00,117
154,2022-01-07 10:00:00,118
155,2022-01-07 11:00:00,125
156,2022-01-07 12:00:00,124
157,2022-01-07 13:00:00,122
158,2022-01-07 14:00:00,120
159,2022-01-07 15:00:00,115
160,2022-01-07 16:00:00,117
161,2022-01-07 17:00:00,115
162,2022-01-07 18:00:00,109
163,2022-01-07 19:00:00,105
164,2022-01-07 20:00:00,103
165,2022-01-07 21:00:00,101
166,2022-01-07 22:00:00,101
167,2022-01-07 23:00:00,101
168,2022-01-08 00:00:00,105
169,2022-01-08 01:00:00,102
170,2022-01-08 02:00:00,100
171,2022-01-08 03:00:00,101
172,2022-01-08 04:00:00,101
173,2022-01-08 05:00:00,100
174,2022-01-08 06:00:00,101
175,2022-01-08 07:00:00,105
176,2022-01-08 08:00:00,111
177,2022-01-08 09:00:00,112
178,2022-01-08 10:00:00,122
179,2022-01-08 11:00:00,113
180,2022-01-08 12:00:00,115
181,2022-01-08 13:00:00,116
182,2022-01-08 14:00:00,116
183,2022-01-08 15:00:00,116
184,2022-01-08 16:00:00,115
185,2022-01-08 17:00:00,117
186,2022-01-08 18:00:00,107
187,2022-01-08 19:00:00,108
188,2022-01-08 20:00:00,113
189,2022-01-08 21:00:00,107
190,2022-01-08 22:00:00,104
191,2022-01-08 23:00:00,109
192,2022-01-09 00:00:00,103
193,2022-01-09 01:00:00,103
194,2022-01-09 02:00:00,101
195,2022-01-09 03:00:00,101
196,2022-01-09 04:00:00,102
197,2022-01-09 05:00:00,102
198,2022-01-09 06:00:00,100
199,2022-01-09 07:00:00,101
200,2022-01-09 08:00:00,108
201,2022-01-09 09:00:00,118
202,2022-01-09 10:00:00,120
203,2022-01-09 11:00:00,121
204,2022-01-09 12:00:00,116
205,2022-01-09 13:00:00,120
206,2022-01-09 14:00:00,114
207,2022-01-09 15:00:00,115
208,2022-01-09 16:00:00,114
209,2022-01-09 17:00:00,117
210,2022-01-09 18:00:00,113
211,2022-01-09 19:00:00,113
212,2022-01-09 20:00:00,105
213,2022-01-09 21:00:00,113
214,2022-01-09 22:00:00,105
215,2022-01-09 23:00:00,108
216,2022-01-10 00:00:00,101
217,2022-01-10 01:00:00,102
218,2022-01-10 02:00:00,102
219,2022-01-10 03:00:00,100
220,2022-01-10 04:00:00,103
221,2022-01-10 05:00:00,100
222,2022-01-10 06:00:00,105
223,2022-01-10 07:00:00,110
224,2022-01-10 08:00:00,118
225,2022-01-10 09:00:00,120
226,2022-01-10 10:00:00,143
227,2022-01-10 11:00:00,125
228,2022-01-10 12:00:00,133
229,2022-01-10 13:00:00,124
230,2022-01-10 14:00:00,126
231,2022-01-10 15:00:00,116
232,2022-01-10 16:00:00,122
233,2022-01-10 17:00:00,116
234,2022-01-10 18:00:00,110
235,2022-01-10 19:00:00,115
236,2022-01-10 20:00:00,112
237,2022-01-10 21:00:00,117
238,2022-01-10 22:00:00,108
239,2022-01-10 23:00:00,107
240,2022-01-11 00:00:00,105
241,2022-01-11 01:00:00,103
242,2022-01-11 02:00:00,103
243,2022-01-11 03:00:00,101
244,2022-01-11 04:00:00,101
245,2022-01-11 05:00:00,102
246,2022-01-11 06:00:00,105
247,2022-01-11 07:00:00,109
248,2022-01-11 08:00:00,123
249,2022-01-11 09:00:00,117
250,2022-01-11 10:00:00,125
251,2022-01-11 11:00:00,115
252,2022-01-11 12:00:00,121
253,2022-01-11 13:00:00,115
254,2022-01-11 14:00:00,125
255,2022-01-11 15:00:00,112
256,2022-01-11 16:00:00,117
257,2022-01-11 17:00:00,120
258,2022-01-11 18:00:00,116
259,2022-01-11 19:00:00,118
260,2022-01-11 20:00:00,118
261,2022-01-11 21:00:00,118
262,2022-01-11 22:00:00,106
263,2022-01-11 23:00:00,107
264,2022-01-12 00:00:00,102
265,2022-01-12 01:00:00,104
266,2022-01-12 02:00:00,103
267,2022-01-12 03:00:00,101
268,2022-01-12 04:00:00,100
269,2022-01-12 05:00:00,100
270,2022-01-12 06:00:00,105
271,2022-01-12 07:00:00,105
272,2022-01-12 08:00:00,111
273,2022-01-12 09:00:00,129
274,2022-01-12 10:00:00,124
275,2022-01-12 11:00:00,128
276,2022-01-12 12:00:00,115
277,2022-01-12 13:00:00,116
278,2022-01-12 14:00:00,124
279,2022-01-12 15:00:00,124
280,2022-01-12 16:00:00,112
281,2022-01-12 17:00:00,129
282,2022-01-12 18:00:00,121
283,2022-01-12 19:00:00,116
284,2022-01-12 20:00:00,118
285,2022-01-12 21:00:00,110
286,2022-01-12 22:00:00,106
287,2022-01-12 23:00:00,100
288,2022-01-13 00:00:00,107
289,2022-01-13 01:00:00,102
290,2022-01-13 02:00:00,102
291,2022-01-13 03:00:00,102
292,2022-01-13 04:00:00,101
293,2022-01-13 05:00:00,102
294,2022-01-13 06:00:00,103
295,2022-01-13 07:00:00,117
296,2022-01-13 08:00:00,114
297,2022-01-13 09:00:00,117
298,2022-01-13 10:00:00,116
299,2022-01-13 11:00:00,131
300,2022-01-13 12:00:00,120
301,2022-01-13 13:00:00,119
302,2022-01-13 14:00:00,114
303,2022-01-13 15:00:00,117
304,2022-01-13 16:00:00,112
305,2022-01-13 17:00:00,113
306,2022-01-13 18:00:00,117
307,2022-01-13 19:00:00,124
308,2022-01-13 20:00:00,114
309,2022-01-13 21:00:00,107
310,2022-01-13 22:00:00,112
311,2022-01-13 23:00:00,107
312,2022-01-14 00:00:00,106
313,2022-01-14 01:00:00,102
314,2022-01-14 02:00:00,101
315,2022-01-14 03:00:00,103
316,2022-01-14 04:00:00,102
317,2022-01-14 05:00:00,104
318,2022-01-14 06:00:00,104
319,2022-01-14 07:00:00,107
320,2022-01-14 08:00:00,125
321,2022-01-14 09:00:00,122
322,2022-01-14 10:00:00,126
323,2022-01-14 11:00:00,124
324,2022-01-14 12:00:00,123
325,2022-01-14 13:00:00,115
326,2022-01-14 14:00:00,120
327,2022-01-14 15:00:00,117
328,2022-01-14 16:00:00,116
329,2022-01-14 17:00:00,118
330,2022-01-14 18:00:00,108
331,2022-01-14 19:00:00,113
332,2022-01-14 20:00:00,119
333,2022-01-14 21:00:00,108
334,2022-01-14 22:00:00,108
335,2022-01-14 23:00:00,106
336,2022-01-15 00:00:00,105
337,2022-01-15 01:00:00,100
338,2022-01-15 02:00:00,100
339,2022-01-15 03:00:00,100
340,2022-01-15 04:00:00,100
341,2022-01-15 05:00:00,100
342,2022-01-15 06:00:00,102
343,2022-01-15 07:00:00,105
344,2022-01-15 08:00:00,112
345,2022-01-15 09:00:00,117
346,2022-01-15 10:00:00,120
347,2022-01-15 11:00:00,118
348,2022-01-15 12:00:00,121
349,2022-01-15 13:00:00,117
350,2022-01-15 14:00:00,112
351,2022-01-15 15:00:00,113
352,2022-01-15 16:00:00,109
353,2022-01-15 17:00:00,106
354,2022-01-15 18:00:00,113
355,2022-01-15 19:00:00,106
356,2022-01-15 20:00:00,108
357,2022-01-15 21:00:00,106
358,2022-01-15 22:00:00,102
359,2022-01-15 23:00:00,102
360,2022-01-16 00:00:00,101
361,2022-01-16 01:00:00,101
362,2022-01-16 02:00:00,100
363,2022-01-16 03:00:00,100
364,2022-01-16 04:00:00,100
365,2022-01-16 05:00:00,101
366,2022-01-16 06:00:00,104
367,2022-01-16 07:00:00,105
368,2022-01-16 08:00:00,118
369,2022-01-16 09:00:00,122
370,2022-01-16 10:00:00,127
371,2022-01-16 11:00:00,121
372,2022-01-16 12:00:00,116
373,2022-01-16 13:00:00,118
374,2022-01-16 14:00:00,121
375,2022-01-16 15:00:00,115
376,2022-01-16 16:00:00,107
377,2022-01-16 17:00:00,105
378,2022-01-16 18:00:00,120
379,2022-01-16 19:00:00,110
380,2022-01-16 20:00:00,111
381,2022-01-16 21:00:00,105
382,2022-01-16 22:00:00,107
383,2022-01-16 23:00:00,103
384,2022-01-17 00:00:00,105
385,2022-01-17 01:00:00,101
386,2022-01-17 02:00:00,100
387,2022-01-17 03:00:00,101
388,2022-01-17 04:00:00,102
389,2022-01-17 05:00:00,100
390,2022-01-17 06:00:00,102
391,2022-01-17 07:00:00,110
392,2022-01-17 08:00:00,118
393,2022-01-17 09:00:00,123
394,2022-01-17 10:00:00,120
395,2022-01-17 11:00:00,112
396,2022-01-17 12:00:00,131
397,2022-01-17 13:00:00,127
398,2022-01-17 14:00:00,122
399,2022-01-17 15:00:00,121
400,2022-01-17 16:00:00,114
401,2022-01-17 17:00:00,116
402,2022-01-17 18:00:00,119
403,2022-01-17 19:00:00,114
404,2022-01-17 20:00:00,110
405,2022-01-17 21:00:00,110
406,2022-01-17 22:00:00,108
407,2022-01-17 23:00:00,103
408,2022-01-18 00:00:00,104
409,2022-01-18 01:00:00,100
410,2022-01-18 02:00:00,102
411,2022-01-18 03:00:00,103
412,2022-01-18 04:00:00,102
413,2022-01-18 05:00:00,100
414,2022-01-18 06:00:00,104
415,2022-01-18 07:00:00,111
416,2022-01-18 08:00:00,118
417,2022-01-18 09:00:00,112
418,2022-01-18 10:00:00,121
419,2022-01-18 11:00:00,131
420,2022-01-18 12:00:00,120
421,2022-01-18 13:00:00,122
422,2022-01-18 14:00:00,123
423,2022-01-18 15:00:00,121
424,2022-01-18 16:00:00,125
425,2022-01-18 17:00:00,119
426,2022-01-18 18:00:00,129
427,2022-01-18 19:00:00,111
428,2022-01-18 20:00:00,111
429,2022-01-18 21:00:00,111
430,2022-01-18 22:00:00,109
431,2022-01-18 23:00:00,103
432,2022-01-19 00:00:00,107
433,2022-01-19 01:00:00,104
434,2022-01-19 02:00:00,101
435,2022-01-19 03:00:00,103
436,2022-01-19 04:00:00,100
437,2022-01-19 05:00:00,103
438,2022-01-19 06:00:00,103
439,2022-01-19 07:00:00,107
440,2022-01-19 08:00:00,116
441,2022-01-19 09:00:00,122
442,2022-01-19 10:00:00,117
443,2022-01-19 11:00:00,118
444,2022-01-19 12:00:00,123
445,2022-01-19 13:00:00,119
446,2022-01-19 14:00:00,121
447,2022-01-19 15:00:00,119
448,2022-01-19 16:00:00,113
449,2022-01-19 17:00:00,116
450,2022-01-19 18:00:00,123
451,2022-01-19 19:00:00,121
452,2022-01-19 20:00:00,108
453,2022-01-19 21:00:00,108
454,2022-01-19 22:00:00,106
455,2022-01-19 23:00:00,104
456,2022-01-20 00:00:00,105
457,2022-01-20 01:00:00,103
458,2022-01-20 02:00:00,100
459,2022-01-20 03:00:00,100
460,2022-01-20 04:00:00,100
461,2022-01-20 05:00:00,101
462,2022-01-20 06:00:00,102
463,2022-01-20 07:00:00,110
464,2022-01-20 08:00:00,116
465,2022-01-20 09:00:00,113
466,2022-01-20 10:00:00,123
467,2022-01-20 11:00:00,120
468,2022-01-20 12:00:00,124
469,2022-01-20 13:00:00,122
470,2022-01-20 14:00:00,118
471,2022-01-20 15:00:00,121
472,2022-01-20 16:00:00,118
473,2022-01-20 17:00:00,117
474,2022-01-20 18:00:00,119
475,2022-01-20 19:00:00,119
476,2022-01-20 20:00:00,114
477,2022-01-20 21:00:00,115
478,2022-01-20 22:00:00,105
479,2022-01-20 23:00:00,107
480,2022-01-21 00:00:00,101
481,2022-01-21 01:00:00,103
482,2022-01-21 02:00:00,101
483,2022-01-21 03:00:00,103
484,2022-01-21 04:00:00,100
485,2022-01-21 05:00:00,100
486,2022-01-21 06:00:00,103
487,2022-01-21 07:00:00,107
488,2022-01-21 08:00:00,113
489,2022-01-21 09:00:00,115
490,2022-01-21 10:00:00,124
491,2022-01-21 11:00:00,122
492,2022-01-21 12:00:00,115
493,2022-01-21 13:00:00,126
494,2022-01-21 14:00:00,118
495,2022-01-21 15:00:00,115
496,2022-01-21 16:00:00,115
497,2022-01-21 17:00:00,114
498,2022-01-21 18:00:00,115
499,2022-01-21 19:00:00,115
500,2022-01-21 20:00:00,114
501,2022-01-21 21:00:00,104
502,2022-01-21 22:00:00,104
503,2022-01-21 23:00:00,109
504,2022-01-22 00:00:00,105
505,2022-01-22 01:00:00,102
506,2022-01-22 02:00:00,101
507,2022-01-22 03:00:00,100
508,2022-01-22 04:00:00,100
509,2022-01-22 05:00:00,100
510,2022-01-22 06:00:00,101
511,2022-01-22 07:00:00,107
512,2022-01-22 08:00:00,108
513,2022-01-22 09:00:00,120
514,2022-01-22 10:00:00,119
515,2022-01-22 11:00:00,120
516,2022-01-22 12:00:00,114
517,2022-01-22 13:00:00,115
518,2022-01-22 14:00:00,114
519,2022-01-22 15:00:00,109
520,2022-01-22 16:00:00,104
521,2022-01-22 17:00:00,106
522,2022-01-22 18:00:00,109
523,2022-01-22 19:00:00,108
524,2022-01-22 20:00:00,107
525,2022-01-22 21:00:00,107
526,2022-01-22 22:00:00,102
527,2022-01-22 23:00:00,104
528,2022-01-23 00:00:00,103
529,2022-01-23 01:00:00,101
530,2022-01-23 02:00:00,101
531,2022-01-23 03:00:00,102
532,2022-01-23 04:00:00,101
533,2022-01-23 05:00:00,100
534,2022-01-23 06:00:00,101
535,2022-01-23 07:00:00,104
536,2022-01-23 08:00:00,108
537,2022-01-23 09:00:00,115
538,2022-01-23 10:00:00,115
539,2022-01-23 11:00:00,122
540,2022-01-23 12:00:00,121
541,2022-01-23 13:00:00,115
542,2022-01-23 14:00:00,115
543,2022-01-23 15:00:00,114
544,2022-01-23 16:00:00,107
545,2022-01-23 17:00:00,114
546,2022-01-23 18:00:00,120
547,2022-01-23 19:00:00,110
548,2022-01-23 20:00:00,109
549,2022-01-23 21:00:00,111
550,2022-01-23 22:00:00,105
551,2022-01-23 23:00:00,106
552,2022-01-24 00:00:00,101
553,2022-01-24 01:00:00,103
554,2022-01-24 02:00:00,100
555,2022-01-24 03:00:00,100
556,2022-01-24 04:00:00,100
557,2022-01-24 05:00:00,101
558,2022-01-24 06:00:00,102
559,2022-01-24 07:00:00,107
560,2022-01-24 08:00:00,112
561,2022-01-24 09:00:00,124
562,2022-01-24 10:00:00,115
563,2022-01-24 11:00:00,125
564,2022-01-24 12:00:00,126
565,2022-01-24 13:00:00,120
566,2022-01-24 14:00:00,121
567,2022-01-24 15:00:00,116
568,2022-01-24 16:00:00,112
569,2022-01-24 17:00:00,125
570,2022-01-24 18:00:00,111
571,2022-01-24 19:00:00,118
572,2022-01-24 20:00:00,117
573,2022-01-24 21:00:00,109
574,2022-01-24 22:00:00,114
575,2022-01-24 23:00:00,105
576,2022-01-25 00:00:00,104
577,2022-01-25 01:00:00,101
578,2022-01-25 02:00:00,103
579,2022-01-25 03:00:00,100
580,2022-01-25 04:00:00,100
581,2022-01-25 05:00:00,100
582,2022-01-25 06:00:00,105
583,2022-01-25 07:00:00,110
584,2022-01-25 08:00:00,115
585,2022-01-25 09:00:00,122
586,2022-01-25 10:00:00,132
587,2022-01-25 11:00:00,120
588,2022-01-25 12:00:00,119
589,2022-01-25 13:00:00,125
590,2022-01-25 14:00:00,118
591,2022-01-25 15:00:00,118
592,2022-01-25 16:00:00,115
593,2022-01-25 17:00:00,107
594,2022-01-25 18:00:00,121
595,2022-01-25 19:00:00,123
596,2022-01-25 20:00:00,113
597,2022-01-25 21:00:00,109
598,2022-01-25 22:00:00,109
599,2022-01-25 23:00:00,106
600,2022-01-26 00:00:00,104
601,2022-01-26 01:00:00,102
602,2022-01-26 02:00:00,103
603,2022-01-26 03:00:00,101
604,2022-01-26 04:00:00,102
605,2022-01-26 05:00:00,100
606,2022-01-26 06:00:00,104
607,2022-01-26 07:00:00,110
608,2022-01-26 08:00:00,112
609,2022-01-26 09:00:00,126
610,2022-01-26 10:00:00,117
611,2022-01-26 11:00:00,130
612,2022-01-26 12:00:00,129
613,2022-01-26 13:00:00,116
614,2022-01-26 14:00:00,121
615,2022-01-26 15:00:00,124
616,2022-01-26 16:00:00,118
617,2022-01-26 17:00:00,119
618,2022-01-26 18:00:00,114
619,2022-01-26 19:00:00,117
620,2022-01-26 20:00:00,115
621,2022-01-26 21:00:00,114
622,2022-01-26 22:00:00,111
623,2022-01-26 23:00:00,104
624,2022-01-27 00:00:00,103
625,2022-01-27 01:00:00,102
626,2022-01-27 02:00:00,100
627,2022-01-27 03:00:00,100
628,2022-01-27 04:00:00,100
629,2022-01-27 05:00:00,101
630,2022-01-27 06:00:00,103
631,2022-01-27 07:00:00,110
632,2022-01-27 08:00:00,109
633,2022-01-27 09:00:00,126
634,2022-01-27 10:00:00,115
635,2022-01-27 11:00:00,126
636,2022-01-27 12:00:00,122
637,2022-01-27 13:00:00,116
638,2022-01-27 14:00:00,118
639,2022-01-27 15:00:00,127
640,2022-01-27 16:00:00,118
641,2022-01-27 17:00:00,119
642,2022-01-27 18:00:00,124
643,2022-01-27 19:00:00,116
644,2022-01-27 20:00:00,113
645,2022-01-27 21:00:00,111
646,2022-01-27 22:00:00,109
647,2022-01-27 23:00:00,110
648,2022-01-28 00:00:00,102
649,2022-01-28 01:00:00,102
650,2022-01-28 02:00:00,101
651,2022-01-28 03:00:00,104
652,2022-01-28 04:00:00,101
653,2022-01-28 05:00:00,102
654,2022-01-28 06:00:00,101
655,2022-01-28 07:00:00,108
656,2022-01-28 08:00:00,111
657,2022-01-28 09:00:00,119
658,2022-01-28 10:00:00,118
659,2022-01-28 11:00:00,121
660,2022-01-28 12:00:00,125
661,2022-01-28 13:00:00,124
662,2022-01-28 14:00:00,119
663,2022-01-28 15:00:00,110
664,2022-01-28 16:00:00,113
665,2022-01-28 17:00:00,112
666,2022-01-28 18:00:00,114
667,2022-01-28 19:00:00,109
668,2022-01-28 20:00:00,109
669,2022-01-28 21:00:00,111
670,2022-01-28 22:00:00,105
671,2022-01-28 23:00:00,105
672,2022-01-29 00:00:00,100
673,2022-01-29 01:00:00,100
674,2022-01-29 02:00:00,100
675,2022-01-29 03:00:00,101
676,2022-01-29 04:00:00,100
677,2022-01-29 05:00:00,101
678,2022-01-29 06:00:00,102
679,2022-01-29 07:00:00,105
680,2022-01-29 08:00:00,117
681,2022-01-29 09:00:00,110
682,2022-01-29 10:00:00,123
683,2022-01-29 11:00:00,117
684,2022-01-29 12:00:00,109
685,2022-01-29 13:00:00,121
686,2022-01-29 14:00:00,111
687,2022-01-29 15:00:00,115
688,2022-01-29 16:00:00,111
689,2022-01-29 17:00:00,111
690,2022-01-29 18:00:00,105
691,2022-01-29 19:00:00,112
692,2022-01-29 20:00:00,106
693,2022-01-29 21:00:00,107
694,2022-01-29 22:00:00,104
695,2022-01-29 23:00:00,106
696,2022-01-30 00:00:00,101
697,2022-01-30 01:00:00,105
698,2022-01-30 02:00:00,101
699,2022-01-30 03:00:00,102
700,2022-01-30 04:00:00,101
701,2022-01-30 05:00:00,100
702,2022-01-30 06:00:00,103
703,2022-01-30 07:00:00,105
704,2022-01-30 08:00:00,114
705,2022-01-30 09:00:00,111
706,2022-01-30 10:00:00,112
707,2022-01-30 11:00:00,119
708,2022-01-30 12:00:00,118
709,2022-01-30 13:00:00,116
710,2022-01-30 14:00:00,111
711,2022-01-30 15:00:00,111
712,2022-01-30 16:00:00,109
713,2022-01-30 17:00:00,114
714,2022-01-30 18:00:00,107
715,2022-01-30 19:00:00,111
716,2022-01-30 20:00:00,109
717,2022-01-30 21:00:00,107
718,2022-01-30 22:00:00,107
719,2022-01-30 23:00:00,107
720,2022-01-31 00:00:00,103
721,2022-01-31 01:00:00,101
722,2022-01-31 02:00:00,101
723,2022-01-31 03:00:00,101
724,2022-01-31 04:00:00,102
725,2022-01-31 05:00:00,101
726,2022-01-31 06:00:00,105
727,2022-01-31 07:00:00,110
728,2022-01-31 08:00:00,118
729,2022-01-31 09:00:00,121
730,2022-01-31 10:00:00,131
731,2022-01-31 11:00:00,124
732,2022-01-31 12:00:00,125
733,2022-01-31 13:00:00,124
734,2022-01-31 14:00:00,129
735,2022-01-31 15:00:00,122
736,2022-01-31 16:00:00,118
737,2022-01-31 17:00:00,117
738,2022-01-31 18:00:00,121
739,2022-01-31 19:00:00,127
740,2022-01-31 20:00:00,117
741,2022-01-31 21:00:00,116
742,2022-01-31 22:00:00,104
743,2022-01-31 23:00:00,103
744,2022-02-01 00:00:00,106
745,2022-02-01 01:00:00,103
746,2022-02-01 02:00:00,102
747,2022-02-01 03:00:00,101
748,2022-02-01 04:00:00,100
749,2022-02-01 05:00:00,104
750,2022-02-01 06:00:00,107
751,2022-02-01 07:00:00,112
752,2022-02-01 08:00:00,123
753,2022-02-01 09:00:00,111
754,2022-02-01 10:00:00,119
755,2022-02-01 11:00:00,124
756,2022-02-01 12:00:00,127
757,2022-02-01 13:00:00,120
758,2022-02-01 14:00:00,116
759,2022-02-01 15:00:00,120
760,2022-02-01 16:00:00,129
761,2022-02-01 17:00:00,124
762,2022-02-01 18:00:00,116
763,2022-02-01 19:00:00,111
764,2022-02-01 20:00:00,114
765,2022-02-01 21:00:00,110
766,2022-02-01 22:00:00,107
767,2022-02-01 23:00:00,102
768,2022-02-02 00:00:00,102
769,2022-02-02 01:00:00,102
770,2022-02-02 02:00:00,100
771,2022-02-02 03:00:00,100
772,2022-02-02 04:00:00,104
773,2022-02-02 05:00:00,101
774,2022-02-02 06:00:00,102
775,2022-02-02 07:00:00,114
776,2022-02-02 08:00:00,110
777,2022-02-02 09:00:00,120
778,2022-02-02 10:00:00,120
779,2022-02-02 11:00:00,122
780,2022-02-02 12:00:00,118
781,2022-02-02 13:00:00,127
782,2022-02-02 14:00:00,115
783,2022-02-02 15:00:00,116
784,2022-02-02 16:00:00,123
785,2022-02-02 17:00:00,115
786,2022-02-02 18:00:00,124
787,2022-02-02 19:00:00,122
788,2022-02-02 20:00:00,115
789,2022-02-02 21:00:00,118
790,2022-02-02 22:00:00,109
791,2022-02-02 23:00:00,106
792,2022-02-03 00:00:00,104
793,2022-02-03 01:00:00,100
794,2022-02-03 02:00:00,101
795,2022-02-03 03:00:00,102
796,2022-02-03 04:00:00,102
797,2022-02-03 05:00:00,101
798,2022-02-03 06:00:00,103
799,2022-02-03 07:00:00,108
800,2022-02-03 08:00:00,118
801,2022-02-03 09:00:00,120
802,2022-02-03 10:00:00,114
803,2022-02-03 11:00:00,121
804,2022-02-03 12:00:00,113
805,2022-02-03 13:00:00,133
806,2022-02-03 14:00:00,109
807,2022-02-03 15:00:00,112
808,2022-02-03 16:00:00,113
809,2022-02-03 17:00:00,121
810,2022-02-03 18:00:00,112
811,2022-02-03 19:00:00,117
812,2022-02-03 20:00:00,119
813,2022-02-03 21:00:00,114
814,2022-02-03 22:00:00,107
815,2022-02-03 23:00:00,107
816,2022-02-04 00:00:00,105
817,2022-02-04 01:00:00,102
818,2022-02-04 02:00:00,101
819,2022-02-04 03:00:00,103
820,2022-02-04 04:00:00,101
